index	trigger	syllables	flag	preview
365	ordinal-open	124		དང་པོ་ང་རྒྱལ་བརྟན་པ་ཞེས་རང་ལྷ་གང་བསྒོམས་ཀྱང་རང་ཉིད་ལྷ་དེ་དངོས་ཡིན་སྙམ་པའི་ལྷ་འཛི
366	line-end	63		ལྷ་སྐུ་ཞལ་ཕྱག་རྣམས་མ་གསལ་ཡང་མོས་པས་བསྒོམ་ཀྱང་རུང་། ལྷ་སྐུ་བསྒོམ་པའི་དགོས་པ་ཡང་ལྷ
367	verse-stanza	25		རང་ཉིད་སྐད་ཅིག་དྲན་རྫོགས་སུ། །↵རྗེ་བཙུན་འཕགས་མའི་སྐུར་གསལ་བའི། །↵ཐུགས་ཀར་ཟླ་སྟེང
368	verse-stanza	14		འཕགས་མ་རྣམ་འཕྲུལ་ཉེར་གཅིག་དང་། །↵དཀོན་མཆོག་རྒྱ་མཚོ་སྤྲིན་འཕྲོ་བ། །
369	line-end	63		མདུན་གྱི་ནམ་མཁར་སྤྱན་དྲངས་གྱུར།། ཞེས་གཟུང་འཛིན་གྱི་ཆོས་རྣམས་སྟོང་པར་སྦྱངས་ནས་སྟོ
370	line-end	254		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཞལ་གཅིག་ཕྱག་གཉིས་ཞལ་མཛེས་པའི་འཛུམ་རས་ཅན་ཞ
371	verse-stanza	13		སྐྱེ་མེད་འོད་གསལ་ཆོས་སྐུའི་དབྱིངས། །↵འགགས་མེད་འཕགས་མའི་ཡེ་ཤེས་སྐུར། །
372	line-end	26		གང་འདུལ་སྒྱུ་འཕྲུལ་དྲྭ་བར་ཤར། །ཚུར་གཤེགས་ཨཱརྱ་རེ་ཛཿ ཏཱཾ་ཞེས་པ་ནི་སྒྲོལ་མའི་མཚན་ག
373	terminal-particle	148		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཞེས་མཚན་ནས་བོས་པའི་ད
374	line-end	11		བཞུགས་སུ་གསོལ་བ་ནི བདག་དང་འགྲོ་ལ་ཐུགས་བརྩེའི་ཕྱིར། །
375	verse-stanza	19		ཉིད་ཀྱི་རྫུ་འཕྲུལ་མཐུ་ཡིས་ནི། །↵ཇི་སྲིད་མཆོད་པ་བདག་བགྱིད་པ། །↵དེ་སྲིད་བཅོམ་ལྡན་བ
376	line-end	95		པདྨ་ཀ་མ་ལ་སྟཱཾ། བདག་དང་འགྲོ་བ་སེམས་ཅན་རྣམས་ལ་ཐུགས་བརྩེ་བ་ཆེན་པོས་དགོངས་ནས་འཕགས་མ
377	line-end	20		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བརྗོད་པ་དང་དགྱེས་པར་བཞུགས་པར་མོས། དེ་ནས་ས
378	verse-stanza	19		དངོས་འབྱོར་ཡིད་ལས་བྱུང་བ་ཡི། །↵ཀུན་ཏུ་བཟང་པོའི་མཆོད་སྤྲིན་གྱིས། །↵ཆོས་དབྱིངས་རྒྱ
379	quote-close	196		འཕགས་མ་སྒྲོལ་མ་འཁོར་བཅས་མཆོདཨོཾ་ཨཱརྱ་ཏཱ་རེ་ས་པ་རི་ཝཱ་ར་བཛྲ་ཨགྷཾ། པཱཏྱཾ། པུསྦེ། ད
380	line-end	15		བྱེ་བྲག་མནྜལ་འབུལ་བ་ནི། ཨོཾ་ཨཱཿཧཱུཾ། ཁམས་གསུམ་སྣོད་བཅུད་དཔལ་འབྱོར་དང་། །བདག་
381	line-end	13		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས།
382	verse-stanza	18		ལུས་ལོངས་སྤྱོད་དགེ་ཚོགས་ཀུན། །↵ཐུགས་རྗེའི་བདག་ཉིད་རྣམས་ལ་འབུལ།↵བཞེས་ནས་བྱིན་གྱིས
383	line-end	230		ཨོཾ་སརྦ་ཐཱ་ག་ཏ་རཏྣ་མཎྜལ་པཱུ་ཛ་ཧོ། ཞེས་བརྗོད་དོན་ནི། ཨོཾ་ཨཱཿཧཱུཾ་ནི། སྐུ་གསུང་ཐུག
384	line-end	51		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དྲན་བཞིན་སྒྲོལ་བསྟོད་ཚར་གཉིས་བརྗོད་ནས་སྔོ
385	verse-stanza	25		ཕྱག་གཡས་མཆོག་སྦྱིན་ཕྱག་རྒྱ་ཉིད། །↵སྐྱབས་སྦྱིན་ཕྱག་རྒྱར་གྱུར་པའི་འོག།↵བདག་དང་སྲུང
386	line-end	118		དེ་ནས་གཙོ་བོ་རྗེ་བཙུན་སྒྲོལ་མས་ཕྱག་གཡས་མཆོག་སྦྱིན་གྱི་ཕྱག་རྒྱ་དེ་ཉིད། སྐྱབས་སྦྱི
387	verse-stanza	17		རང་དང་སྲུང་བྱའི་སྤྱི་ནས།།↵ཞུགས་ལུས་ཀུན་གང་བ་ཡིས། །↵བྱིན་རླབས་མ་ལུས་ཞུགས་པར་གྱུར།
388	line-end	211		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཞེས་རྗེ་བཙུན་སྒྲོལ་མ
389	verse-stanza	20		རིན་ཆེན་སྣོད་མཆོག་ཡངས་པའི་ནང་། །↵འབྲུ་གསུམ་ལས་བྱུང་གཏོར་མ་ནི། །↵ཟག་མེད་ཡེ་ཤེས་བད
390	line-end	177		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཞེས་གཏོར་མ་མི་དམིགས་པར་སྟོང་པར་གྱུར་པའི་ང
391	verse-stanza	21		ༀ་མཆོད་སྦྱིན་གཏོར་མ་དམ་པ་འདི། །↵ཡེ་ཤེས་ཆེན་པོས་རྗེས་དགོངས་ལ། །↵བདེ་བ་ཆེན་པོ་བཞེས
392	line-end	62		དངོས་གྲུབ་མ་ལུས་སྩལ་དུ་གསོལ།། ཞེས་ཡར་ཚོགས་ཞིང་ལ་མཆོད་པ་དང་མར་མགྲོན་རྣམས་ལ་སྦྱིན་
393	line-end	88		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དངོས་གྲུབ་དང་། གནས་ས
394	verse-stanza	26		ཨོཾ་སྣང་བ་མཐའ་ཡས་པདྨའི་རིགས། །↵འཇིག་རྟེན་དབང་ཕྱུག་ཞལ་ལས་བྱུང་། །↵སངས་རྒྱས་ཀུན་གྱ
395	line-end	77		ཅེས་སྣང་བ་མཐའ་ཡས་ཏེ་སངས་རྒྱས་འོད་དཔག་མེད་གསུང་པདྨའི་རིགས་འཇིག་རྟེན་ཐམས་ཅད་ཀྱི་མག
396	verse-stanza	13		ཞིང་རྡུལ་ཀུན་གྱི་གྲངས་སྙེད་ཀྱིས། །↵ལུས་བཏུད་པ་ཡི་རྣམ་ཀུན་ཏུ། །
397	line-end	34		མཆོག་ཏུ་དད་པས་བསྟོད་པར་བགྱི།། ཞེས་བསྟོད་པར་འོས་པའི་ཡུལ་ཕྱོགས་དུས་རྒྱལ་བ་སྲས་དང་བ
398	line-end	68		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། གྱི་གྲངས་དང་སྙེད་པའམ་མཉམ་པར་མོས་ཅིང་སྤྲུལ
399	verse-stanza	19		རྗེ་བཙུན་འཕགས་མ་འཁོར་དང་བཅས། །↵དམིགས་མེད་ཐུགས་རྗེའི་རྩེར་དགོངས་ལ། །↵བདག་གི་ཇི་ལྟ
400	line-end	97		གེགས་མེད་འགྲུབ་པར་བྱིན་གྱིས་རློབས།། རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མ་ཉི་ཤུ་རྩ་གཅིག་དང་བཅས
401	verse-stanza	20		བསྟན་འཛིན་ཐུགས་མཐུན་ཞབས་པད་བརྟན། །↵ཉེར་འཚེའི་བར་ཆད་ཀུན་ཞི་ཞིང་། །↵བཤད་སྒྲུབ་ཕྲིན
402	line-end	41		ཅེས་ཕན་བདེ་མ་ལུས་པའི་འབྱུང་གནས་ཀུན་མཁྱེན་རྒྱལ་བའི་བསྟན་པ་རིན་པོ་ཆེ་དར་ཞིང་ཕྱོགས་
403	line-end	154		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བ་ལས་ཀྱི་འཁོར་ལོ་གསུ
404	verse-stanza	26		ནད་མུག་འཁྲུགས་རྩོད་ཞི་བ་དང་། །↵ཆོས་ལྡན་དཔལ་འབྱོར་གོང་དུ་འཕེལ། །↵ཆོས་སྐྱོང་རྒྱལ་པ
405	line-end	109		འཇིག་རྟེན་གྱི་ཁམས་འདིར་ནད་རླུང་ཁྲིས་བད་ཀན་སོགས་ནད་ཀྱི་རིགས་སུ་གྱུར་པ་དང་བཀྲེས་སྐ
406	line-end	23		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བའི་དཔལ་ལ་སྤྱོད་པར་མཛོད་ཅིག། འཇིགས་དང་སྡུ
407	verse-stanza	26		འཇིགས་པ་བཅུ་དྲུག་དུས་མིན་འཆི། །↵རྨི་ལམ་མཚན་མ་ངན་པ་དང་། །↵འཁོར་བ་ངན་སོང་སྡུག་བསྔལ
408	ordinal-open	114		དང་པོ་ཚེ་འདིའི་འཇིགས་པ་བཅུ་དྲུག་ནི། མེ། ཆུ། སེང་གེ། གླང་ཆེན། སྦྲུལ། ཤ་ཟ། ལྕགས་སྒ
409	verse-stanza	26		ཚེ་བསོད་དབང་ཐང་ཉམས་རྟོགས་འཕེལ། །↵མི་དགེའི་རྟོག་པ་མི་འབྱུང་ཞིང་། །↵བྱང་ཆུབ་སེམས་ག
410	line-end	38		ཞེས་གནས་སྐབས་འཇིག་རྟེན་གྱི་ཆོས་ཚེ་འདིར་འཚོ་བའི་མཐུན་རྐྱེན་ཚེ་དང་བསོད་ནམས་དཔལ་དང་
411	line-end	170		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས དམ་པའི་ཆོས་ཀྱི་ཐོས་བས
412	verse-stanza	24		འདི་ནས་བྱང་ཆུབ་སྙིང་པོའི་བར། །↵བུ་གཅིག་ལ་མ་བཞིན་དུ།།↵འབྲལ་མེད་ཐུགས་རྗེའི་སྤྱན་གྱ
413	line-end	96		ཞེས་དུས་འདི་ནས་བཟུང་སྟེ་ཇི་སྲིད་བྱང་ཆུབ་སྙིང་པོའི་གོ་འཕང་མ་ཐོབ་བར་དུ་དཔེར་ན་ཉིན་
414	line-end	23		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གཟིངས། ཏུ་བཏབ་ལ། དེ་ནས་སྔགས་ཀྱི་ཐུགས་རྒྱུད་བསྐུལ་བ་ན
415	verse-stanza	19		དབྱེར་མེད་ཉིད་དུ་བྱིན་བརླབས་པས། །↵རང་ཉིད་འཕགས་མ་སྒྲོལ་མའི་སྐུ། །↵སྣང་ལ་རང་བཞིན་མ
416	terminal-particle	117		མདུན་དུ་བསྐྱེད་པའི་ལྷ་རྗེ་བཙུན་སྒྲོལ་མ་འཁོར་དང་བཅས་པ་འོད་དུ་ཞུ་ནས་རང་ལ་ཐིམ འཕགས་
417	line-end	4		སྔགས་གྱི་དོན་ནི།
418	verse-stanza	26		ཨོཾ་ནི་ཅི་ཞིག་ཡིན་པར་བརྗོད། །↵མཆོག་དང་ནོར་སྟེར་དཔལ་དང་གཡང་། །↵སྐལ་པ་བཟང་པོ་རྣམས་
419	line-end	76		ནོར་བུ་འཛིན་པའི་སྔགས་སུ་བརྗོད །ཅེས་པ་ལྟར ཨོཾ་ཞེས་བརྗོད་པ། མཆོག་གི་དངོས་གྲུབ་དང་།
420	line-end	13		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས།
421	verse-stanza	26		ཧྭ་ཞེས་ནི་ཅི་ཞིག་བརྗོད། །↵སྡིག་པ་ཐམས་ཅད་ཞི་བྱེད་ཅིང་། །↵དགེ་བའི་ཚོགས་ནི་འཕེལ་བར་
422	quote-open	85		སྡུག་བསྔལ་ཐམས་ཅད་འཇོམས་པའི་མཆོག །ཅེས་སྡིག་པ་དང་སྒྲིབ་པ་ཐམས་ཅད་ཞི་བར་བྱེད་པ་དང དག
423	line-end	171		སྒྲོལ་མའི་ཐུགས་ཀར་མེ་ཏོག་ཨུཏྤལ་འདབ་མ་བརྒྱད་པའི་སྟེང་སྲོག་སྔགས་ཏཱཾ་ལྗང་ཁུ་ལ་ཡི་གེ
424	line-end	36		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། མཐར་ཆོ་ག་དང་སྔགས་དང་ཏིང་འཛིན་གྱི་ལྷག་ཆད་ཀ
425	verse-stanza	26		མ་རྙེད་ཡོངས་སུ་མ་ཚང་དང་། །↵གང་ཡང་ནུས་པ་མ་མཆིས་པ།།↵འདིར་ནི་བགྱི་བ་གང་ནོངས་པ། །↵དེ
426	line-end	92		མཆོད་པའི་རྫས་མ་རྙེད་པ་དང་། གཞན་ཡང་རྫས་དང་དམིགས་པ་ཆོ་ག །སྔགས་རྣམས་མ་ཚང་བ་དང་། བསྐ
427	verse-stanza	19		རྗེས་སུ་མཐུན་པའི་དངོས་གྲུབ་སྩོལ། །↵སངས་རྒྱས་ཡུལ་དུ་གཤེགས་སུ་གསོལ། །↵སླར་ཡང་འབྱོན
428	line-end	78		འཕགས་མ་སྒྲོལ་མ་འཁོར་དང་བཅས་པ་ཁྱེད་རྣམས་ཀྱིས་བདག་ཅག་རྣམས་ཚོགས་བསགས་པ་དང་བྱིན་གྱིས
429	line-end	105		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཀྱི་དོན་དུ་འབྱོན་པར་
430	verse-stanza	13		འཕགས་མ་སྒྲོལ་མ་འགྲུབ་གྱུར་ནས། །↵འགྲོ་བ་གཅིག་ཀྱང་མ་ལུས་པ། །
431	line-end	125		དེ་ཡི་ས་ལ་འགོད་པར་ཤོག། དགེ་བ་འདིས་མཚོན་པའི་བདག་གཞན་དུས་གསུམ་གྱི་དགེ་བའི་རྩ་བ་འདི
432	terminal-particle	112		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བཞིན་གྱི་ནོར་བུ་དང་དགོས་འདོད་མ་ལུས་པ་འབྱུ
433	line-end	105		དེ་ཡང་ཨྱོན་ཆེན་པོས ལྟ་བ་ལུང་རིགས་དང་འབྲེལ། སྒོམ་པ་ཉམས་མྱོང་དང་འབྲེལ། སྤྱོད་པ་དུས
434	verse-stanza	18		དེ་ཕྱིར་སྤངས་ལེན་མེད་པར་གཅིག་ལ་འབད། །↵སྤངས་ལེན་བློ་ཡིས་མང་པོ་བརྩམས་གྱུར་ཀྱང་། །
435	terminal-particle	46		གཅིག་ཀྱང་མི་འགྲུབ་ཨ་ཐང་ཆད་པའི་རྒྱུ །ཞེས་པ་ལྟར་སྐབས་འདིར་རྗེ་བཙུན་འཕགས་མ་སྒྲུབ་པ་
436	line-end	17		དེ་ལྟར་སྒྲོལ་མའི་མཎྜལ་བཞི་ཆོག་གི་འགྲེལ་བཤད་སྒྲོལ་མ་གསལ་བྱེད་འདི་ཉིད་-
437	line-end	181		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཆོས་འདི་ལ་མོས་ལྡན་དོ
438	line-end	5		༄༅། །སྐུ་གསུམ་གསོལ་འདེབས་ནི།
439	line-end	241		སྐུ་གསུམ་གསོལ་འདེབས། །ཨེ་མ་ཧོ༔ སྤྲོས་བྲལ་ཆོས་ཀྱི་དབྱིངས་ཀྱི་ཞིང་ཁམས་སུ༔ ཆོས་ཉིད་
440	terminal-particle	197		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཆེན་ཐོད་ཕྲེང་རྩལ་ལ་གསོལ་བ་འདེབས༔ སྐུ་ཡི་ད
441	line-end	2		ཤུ་བྷཾ།
442	line-end	23		།དགོངས་གཏེར་སྒྲོལ་མའི་ཟབ་ཏིག་ལས་ততা ཕྱི་སྒྲུབ་རྒྱས་བསྡུས་ཀྱི་ཆོ་ག་ཚོགས་གཉིས་སྙིང
443	line-end	10		ཟབ་ཏིག་སྒྲོལ་མའི་ཆོ་ག་ཚོགས་གཉིས་སྙིང་པོ། །
444	verse-stanza	25		ན་མོ་གུ་རུ་ཨརྱ་ཏྭ་ཡེ།↵དུས་གསུམ་འདྲེན་པ་སྲས་བཅས་ལས།།↵ཐུགས་བསྐྱེད་ཕྲིན་ལས་ཕུལ་བྱུང
445	quote-open	42		བྱ་སྤྱོད་དང་མཐུན་ཉམས་ལེན་བཤད། །དེའང་ཟབ་ཏིག་འདི་ཉམས་ལེན་ཡང་ཟབ་སྙིང་པོ་བསྡུས་པ་ཡིན
446	ordinal-open	94		དང་པོ་ནི། རྗེ་བཙུན་སྒྲོལ་མའི་སྐུ་བརྙན་བྲིས་འབུར་སོགས་དཀོན་མཆོག་གི་རྟེན་གང་འཛོམས་
447	verse-stanza	19		བདག་སོགས་འགྲོ་ཀུན་སྐྱབས་སུ་མཆི། །↵བྱང་ཆུབ་སྨོན་པའི་སེམས་བསྐྱེད་ནས། །↵ཟབ་མོའི་ལམ་
448	line-end	43		ཚོགས་བསགས་ནི། རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མ་དང་། །སོགས་ནས འདྲེན་པའི་དཔལ་དུ་བདག་གྱུར་ཅི
449	verse-stanza	25		གནས་ཡུལ་པདྨོ་བཀོད་པའི་ཞིང་། །↵དབྱིབས་དང་རྒྱན་བཀོད་ཚད་མེད་པར། །↵ལྷ་རྫས་ཏིང་འཛིན་ལ
450	line-end	55		ཨོཾ་བཛྲ་ཨཧཱུཾ་ནས། ཤཔྟ་ཨཱཿཧཱུཾ། ཨོཾ་བཛྲ་སྤ་ར་ཎ་ཁཾ། དེ་ནས་ཐོག་མར་དཀོན་མཆོག་སྤྱི་ལ་
451	line-end	13		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བཅས་མི་བཟད་འཇོམས་མཛད་ལྷ། །
452	verse-stanza	17		དངོས་རྣམས་མ་ལུས་ཇི་བཞིན་མཁྱེན་གྱུར་པའི། །↵བཅོམ་ལྡན་འཁོར་བཅས་གནས་འདིར་གཤེགས་སུ་གས
453	line-end	224		པདྨ་ཀ་མ་ལཱ་ཡ་སྟཱཾ། ཇི་སྙེད་སུ་དག་སོགས་ཡན་ལག་བདུན་པ་དང་། ཨོཾ་ཨཱཿཧཱུྃ༔ བདག་དང་མཐའ་
454	line-end	77		ཟབ་ཏིག་སྒྲོལ་མའི་ཆོ་ག་ཚོགས་གཉིས་སྙིང་པོ། དྲན་རྫོགས་སུ༔ རྗེ་བཙུན་འཕགས་མའི་སྐུར་གས
455	verse-stanza	19		ཉིད་ཀྱི་རྫུ་འཕྲུལ་མཐུ་ཡིས་ནི། །↵ཇི་སྲིད་མཆོད་པ་བདག་བགྱིད་པ།↵དེ་སྲིད་བཅོམ་ལྡན་བཞུ
456	terminal-particle	109		པདྨ་ཀ་མ་ལཱ་ཡ་སྟཱཾ། ཨྃ་དངོས་འབྱོར་ཡིད་ལས་བྱུང་བ་ཡི༔ ཀུན་ཏུ་བཟང་པོའི་མཆོད་སྤྲིན་གྱ
457	line-end	48		ཕྱག་འཚལ་སྒྲོལ་མ་སོགས་ནས ཕྱག་འཚལ་བ་ནི་ཤུ་རྩ་གཅིག །བར་ཚར་གཉིས་བརྗོད སླར་ཡང་།ཨོཾ་དང
458	line-end	73		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འཇིགས་པ་ཀུན་ལས་དབུགས་དབྱུང་གྱུར༔ ཅེས་མོས་
459	verse-stanza	20		སྟོང་པའི་ངང་ལས་ཨོཾ་ཡིག་ལས། །↵རིན་ཆེན་སྣོད་མཚོག་ཡངས་པའི་ནང་། །↵འབྲུ་གསུམ་ལས་བྱུང་
460	line-end	126		ཟག་མེད་ཡེ་ཤེས་བདུད་རྩིར་གྱུར། །ཨོཾ་ཨཱཿཧཱུྃ་ལན་གསུམ ཨོཾ་ཨརྱ་ཏཱ་རེ་ས་པ་རི་བཱ་ར་ཨི་
461	verse-stanza	25		དམིགས་མེད་ཐུགས་རྗེས་བརྩེར་དགོངས་ལ། །↵བདག་གིས་ཇི་ལྟར་གསོལ་བའི་དོན། །↵གེགས་མེད་འགྲ
462	verse-stanza	14		བསྟན་འཛིན་ཐུགས་མཐུན་ཞབས་པད་བརྟན། །↵ཉེར་འཚེའི་བར་ཆད་ཀུན་ཞི་ཞིང་། །
463	line-end	8		བཤད་སྒྲུབ་ཕྲིན་ལས་འཕེལ་བར་མཛོད །ནད་
464	line-end	10		ཟབ་ཏིག་སྒྲོལ་མའི་ཆོ་ག་ཚོགས་གཉིས་སྙིང་།
465	verse-stanza	25		མུག་འཁྲུགས་རྩོད་ཞི་བ་དང་། །↵ཆོས་ལྡན་དཔལ་འབྱོར་གོང་དུ་འཕེལ།↵ཆོས་སྐྱོང་རྒྱལ་པོའི་མ
466	verse-stanza	26		འཇིགས་པ་བཅུ་དྲུག་དུས་མིན་འཆི། །↵རྨི་ལམ་མཚན་ལྟས་ངན་པ་དང་། །↵འཁོར་བ་ངན་སོང་སྡུག་བས
467	verse-stanza	26		ཚེ་བསོད་དབང་ཐང་ཉམས་རྟོགས་འཕེལ། །↵མི་དགེའི་རྟོག་པ་མི་འབྱུང་ཞིང་། །↵བྱང་ཆུབ་སེམས་ག
468	verse-stanza	25		འདི་ནས་བྱང་ཆུབ་སྙིང་པོའི་བར། །↵བུ་གཅིག་པོ་ལ་མ་བཞིན་དུ། །↵འབྲལ་མེད་ཐུགས་རྗེའི་སྤྱ
469	line-end	149		ཅེས་འདོད་པའི་དོན་ལ་གསོལ་ཁྱད་པར་དུ་བཏབ་ཅིང་ཐུགས་དམ་བསྐུལ་བས། མདུན་བསྐྱེད་འོད་ཞུ་ར
470	line-end	25		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཀྱིས། །མི་འབྲལ་ཐུགས་རྗེས་སྐྱོང་བའི་བཀྲ་ཤི
471	ordinal-open	127		གཉིས་པ་རྒྱུན་ཁྱེར་དུ་བྱ་བའི་ཚེ། འཕགས་མའི་རྟེན་འཛོམས་ན་ལེགས མ་འཛོམས་ན་ཡིད་ཀྱིས་བས
472	line-end	4		།སྒྲོལ་བསྟོད་ཁག་ནི།
473	line-end	3		སྒྲོལ་བསྟོད་ཁག །
474	verse-stanza	26		པོ་ཊ་ལ་ཡི་གནས་མཆོག་ནས། །↵ཏཱཾ་ཡིག་ལྗང་ཁུ་ལས་འཁྲུངས་ཤིང་། །↵ཏཱཾ་ཡིག་འོད་ཀྱིས་འགྲོ་
475	verse-stanza	12		ལྷ་དང་ལྷ་མིན་ཅོད་པན་གྱིས། །↵ཞབས་ཀྱི་པདྨ་ལ་བཏུད་དེ། །
476	line-end	13		ཕོངས་པ་ཀུན་ལས་སྒྲོལ་མཛད་མ །སྒྲོལ་མ་ཡུམ་ལ་ཕྱག་འཚལ་ལོ །
477	verse-stanza	26		རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མ་དང་། །↵ཕྱོགས་བཅུ་དུས་གསུམ་བཞུགས་པ་ཡི། །↵རྒྱལ་བ་སྲས་བཅས་ཐ
478	verse-stanza	25		མེ་ཏོག་བདུག་སྤོས་མར་མེ་དྲི། །↵ཞལ་ཟས་རོལ་མོ་ལ་སོགས་པ།།↵དངོས་འབྱོར་ཡིད་ཀྱིས་སྤྲུལ་
479	line-end	43		ཐོག་མ་མེད་ནས་ད་ལྟའི་བར། །མི་དགེ་བཅུ་དང་མཚམས་མེད་ལྔ །སེམས་ནི་ཉོན་མོངས་དབང་གྱུར་པའ
480	verse-stanza	27		བསོད་ནམས་ལ་ནི་བདག་ཡི་རང་། །↵སེམས་ཅན་རྣམས་ཀྱིས་བསམ་པ་དང་། །↵བློ་ཡི་བྱེ་བྲག་ཇི་ལྟ་
481	verse-stanza	25		ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་དུ་གསོལ། །↵འཁོར་བ་ཇི་སྲིད་མ་སྟོང་བར། །↵མྱ་ངན་མི་འདའ་ཐུགས་ར
482	verse-stanza	25		སེམས་ཅན་རྣམས་ལ་གཟིགས་སུ་གསོལ། །↵བདག་གིས་བསོད་ནམས་ཅི་བསགས་པ། །↵ཐམས་ཅད་བྱང་ཆུབ་རྒྱ
483	line-end	7		འདྲེན་པའི་དཔལ་དུ་བདག་གྱུར་ཅིག།
484	line-end	11		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། །ཨོཾ་རྗེ་བཙུན་མ།
485	verse-stanza	29		འཕགས་མ་སྒྲོལ་མ་ལ་ཕྱག་འཚལ་ལོ། །↵ཕྱག་འཚལ་སྒྲོལ་མ་མྱུར་མ་དཔའ་མོ། །↵སྤྱན་ནི་སྐད་ཅིག་
486	verse-stanza	29		གེ་སར་བྱེ་བ་ལས་ནི་བྱུང་མ། །↵ཕྱག་འཚལ་སྟོན་ཀའི་ཟླ་བ་ཀུན་ཏུ། །↵གང་བ་བརྒྱ་ནི་བརྩེགས་
487	verse-stanza	28		རབ་ཏུ་ཕྱེ་བའི་འོད་རབ་འབར་མ།།↵ཕྱག་འཚལ་གསེར་སྔོ་ཆུ་ནས་སྐྱེས་ཀྱི། །↵པདྨས་ཕྱག་ནི་རྣམ
488	verse-stanza	29		བཟོད་པ་བསམ་གཏན་སྤྱོད་ཡུལ་ཉིད་མ། །↵ཕྱག་འཚལ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར། །↵མཐའ་ལས་ར
489	verse-stanza	28		རྒྱལ་བའི་སྲས་ཀྱིས་ཤིན་ཏུ་བསྟེན་མ། །↵ཕྱག་འཚལ་ཏུཏྟཱ་ར་ཧཱུཾ་ཡི་གེས། །↵འདོད་དང་ཕྱོགས
490	verse-stanza	22		ལུས་པ་མེད་པར་འགུགས་པར་ནུས་མ། །↵ཕྱག་འཚལ་བརྒྱ་སྦྱིན་མེ་ལྷ་ཚངས་པ། །↵རླུང་ལྷ་སྣ་ཚོགས
491	verse-stanza	23		འབྱུང་པོ་རོ་ལངས་དྲི་ཟ་རྣམས་དང་། །↵གནོད་སྦྱིན་ཚོགས་ཀྱིས་མདུན་ནས་བསྟོད་མ། །↵ཕྱག་འཚ
492	verse-stanza	29		ཕ་རོལ་འཁྲུལ་འཁོར་རབ་ཏུ་འཇོམས་མ། །↵གཡས་བསྐུམ་གཡོན་བརྐྱང་ཞབས་ཀྱིས་མནན་། །↵མེ་འབར་འ
493	verse-stanza	15		བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་མ། །↵ཆུ་སྐྱེས་ཞལ་ནི་ཁྲོ་གཉེར་ལྡན་མཛད༎
